Year	Langs	System	Human	BLEU_m	BLEU	MacroF1	MicroF1	MacroBLEUF	MicroBLEUF	CHRF1	MacroF3	MicroF3	CHRF3
2019	zh-en	MSRA.MASS.6942	0.195	0.3997	38.7	45.3	66.3	38.7	57.6	0.66	45.9	65.5	0.65	
2019	zh-en	BTRANS.6825	0.186	0.3541	34.1	41.4	63.0	35.1	54.5	0.63	42.2	63.3	0.62	
2019	zh-en	online-G.0	-0.202	0.2806	25.9	34.6	57.3	29.7	51.9	0.59	34.9	55.5	0.56	
2019	zh-en	BTRANS-ensemble.6992	0.103	0.3577	34.5	41.6	63.1	35.3	54.7	0.63	42.4	63.3	0.62	
2019	zh-en	Baidu-system.6940	0.295	0.3963	38.3	44.4	66.0	37.6	56.0	0.66	45.4	66.6	0.66	
2019	zh-en	NEU.6832	0.193	0.3628	35.0	42.4	63.8	35.9	55.0	0.64	43.2	63.8	0.63	
2019	zh-en	online-A.0	-0.065	0.3128	29.4	38.2	60.5	32.5	53.2	0.61	38.7	59.1	0.59	
2019	zh-en	NICT.6814	0.001	0.3261	31.3	34.4	59.4	29.6	51.1	0.60	35.3	60.1	0.59	
2019	zh-en	online-X.0	-0.483	0.2515	21.9	26.7	52.7	23.8	47.5	0.54	27.1	51.9	0.52	
2019	zh-en	online-B.0	0.161	0.4403	42.8	46.4	67.9	40.3	59.4	0.69	46.9	66.8	0.67	
2019	zh-en	online-Y.0	0.049	0.3054	29.3	38.6	60.1	32.7	53.9	0.61	38.8	57.8	0.58	
2019	zh-en	UEDIN.6530	0.054	0.2971	28.4	36.0	58.4	31.0	52.0	0.58	36.2	57.8	0.57	
