camp	lang	syst	human	bleu	bleu_lc	bleu_eff_order	bleu_eff_order_lc	macro_1gF1	macro_1gF1_lc	micro_1gF1	micro_1gF1_lc	macro_1gF_2gP	micro_1gF_2gP	macro_1gF_3gP	micro_1gF_3gP	macro_1gF_4gP	macro_1gF_4gP_lc	micro_1gF_4gP	micro_1gF_4gP_lc	macro_1gF_5gP	micro_1gF_5gP
wmt19	en-ru	online-X.0	-0.363	23.12	25.78	23.12	25.78	21.272	24.171	43.871	47.049	19.817	40.484	18.793	38.864	18.033	20.296	37.736	40.103	17.456	36.9
wmt19	en-ru	NICT.6563	-1.27	13.912	14.205	13.912	14.205	12.205	12.526	32.174	33.086	11.846	32.701	11.488	32.992	11.185	11.576	33.033	34.079	10.943	32.988
wmt19	en-fi	GTCOM-Primary.6917	0.586	25.477	25.995	25.477	25.995	26.38	26.916	45.759	46.804	23.976	41.977	22.501	40.208	21.457	21.863	38.99	39.803	20.682	38.074
wmt19	en-fi	MSRA.NAO.6985	0.57	27.434	27.866	27.434	27.866	27.447	27.931	46.886	47.873	25.032	42.984	23.517	41.098	22.429	22.774	39.785	40.539	21.604	38.787
wmt19	en-fi	online-Y.0	0.275	20.406	20.867	20.406	20.867	22.571	23.171	40.605	41.726	20.417	37.513	19.145	36.276	18.291	18.731	35.493	36.354	17.673	34.918
wmt19	en-fi	NICT.6359	0.199	23.226	23.728	23.226	23.728	23.162	23.631	42.614	43.645	20.958	38.978	19.644	37.34	18.749	19.094	36.246	37.041	18.094	35.436
wmt19	en-fi	Helsinki_NLP.6860	0.09	20.766	21.375	20.766	21.375	21.091	21.556	40.669	41.725	19.141	37.135	17.974	35.61	17.175	17.527	34.609	35.434	16.592	33.881
wmt19	en-fi	online-G.0	0.072	18.341	19.339	18.341	19.339	19.45	20.349	38.035	39.579	17.703	35.064	16.645	33.837	15.945	16.678	33.061	34.254	15.452	32.518
wmt19	en-fi	online-B.0	0.037	20.478	20.799	20.478	20.799	20.314	20.68	39.935	40.828	18.387	36.283	17.254	34.766	16.49	16.784	33.782	34.51	15.944	33.079
wmt19	en-fi	TartuNLP-c.6509	-0.125	18.478	18.874	18.478	18.874	18.675	19.042	38.146	39.118	16.766	34.645	15.7	33.221	14.998	15.254	32.315	33.023	14.49	31.659
wmt19	en-fi	online-A.0	-0.384	14.033	14.59	14.033	14.59	15.144	15.635	33.835	34.862	13.377	30.425	12.474	29.213	11.909	12.286	28.53	29.32	11.521	28.065
wmt19	en-fi	online-X.0	-0.398	12.343	17.443	12.343	17.443	11.539	18.167	29.697	37.77	10.409	26.717	9.845	25.658	9.488	14.622	25.05	31.794	9.237	24.65
wmt19	en-fi	Helsinki_NLP__rule-based_.6636	-0.522	8.883	9.369	8.883	9.369	12.177	12.881	29.613	30.981	10.703	26.764	9.998	25.916	9.584	10.093	25.472	26.537	9.306	25.188
wmt19	en-fi	apertium-fin-eng-unconstrained-en-fi.6448	-1.26	4.279	4.515	4.279	4.515	6.992	7.439	22.082	23.122	5.949	19.617	5.499	19.045	5.259	5.584	18.868	19.792	5.11	18.804
wmt19	de-en	Facebook_FAIR.6750	0.146	40.747	42.29	40.747	42.29	49.034	50.786	66.48	68.621	45.341	61.355	42.799	58.565	40.881	42.267	56.483	57.763	39.354	54.825
wmt19	de-en	RWTH_Aachen_System.6818	0.136	39.563	41.226	39.563	41.226	46.989	48.739	65.304	67.539	43.515	60.367	41.051	57.681	39.157	40.66	55.636	57.137	37.67	54.01
wmt19	de-en	MSRA.MADL.6910	0.136	42.785	44.288	42.785	44.288	50.007	51.787	67.592	69.667	46.385	62.542	43.836	59.683	41.871	43.341	57.494	58.836	40.292	55.737
wmt19	de-en	online-B.0	0.121	45.2	46.817	45.2	46.817	53.036	55.052	69.297	71.461	49.511	64.501	46.919	61.718	44.884	46.552	59.581	60.994	43.224	57.846
wmt19	de-en	JHU.6809	0.086	38.062	39.633	38.062	39.633	45.862	47.691	64.502	66.722	42.392	59.559	39.965	56.799	38.098	39.63	54.713	56.174	36.623	53.063
wmt19	de-en	MLLP-UPV.6899	0.067	39.308	40.898	39.308	40.898	46.592	48.494	65.173	67.429	43.08	60.048	40.625	57.315	38.735	40.317	55.256	56.679	37.23	53.617
wmt19	de-en	dfki-nmt.6478	0.066	38.77	42.063	38.77	42.063	44.68	49.526	64.423	68.227	41.316	59.45	38.998	56.782	37.222	41.28	54.773	57.453	35.821	53.192
wmt19	de-en	UCAM.6461	0.066	39.717	41.315	39.717	41.315	46.803	48.906	65.31	67.644	43.368	60.358	40.95	57.555	39.099	40.828	55.456	56.983	37.619	53.796
wmt19	de-en	online-A.0	0.05	36.414	37.989	36.414	37.989	43.344	45.025	63.033	65.236	40.012	58.301	37.69	55.838	35.93	37.279	53.978	55.336	34.551	52.496
wmt19	de-en	NEU.6801	0.039	40.51	42.067	40.51	42.067	47.762	49.453	66.19	68.278	44.228	61.067	41.715	58.214	39.783	41.165	56.062	57.417	38.255	54.36
wmt19	de-en	uedin.6749	0.011	34.965	36.678	34.965	36.678	41.837	44.213	62.127	64.643	38.535	57.471	36.293	55.177	34.621	36.502	53.465	55.029	33.328	52.107
wmt19	de-en	online-Y.0	0.009	38.936	40.494	38.936	40.494	44.989	46.898	64.469	66.715	41.737	59.695	39.405	57.219	37.62	39.175	55.351	56.805	36.219	53.873
wmt19	de-en	TartuNLP-c.6502	0.006	33.923	35.871	33.923	35.871	41.628	43.893	61.249	63.898	38.315	56.757	36.071	54.415	34.383	36.214	52.658	54.405	33.086	51.29
wmt19	de-en	online-G.0	-0.051	34.339	37.835	34.339	37.835	41.235	45.637	61.286	65.105	38.101	56.502	35.875	54.012	34.192	37.791	52.146	54.799	32.876	50.684
wmt19	de-en	PROMT_NMT_DE-EN.6683	-0.128	32.08	33.734	32.08	33.734	37.456	39.367	59.141	61.533	34.465	54.417	32.46	52.083	30.972	32.541	50.372	51.845	29.814	49.041
wmt19	de-en	online-X.0	-0.192	28.568	34.742	28.568	34.742	30.402	40.953	55.01	62.265	28.457	51.004	26.998	48.969	25.865	33.84	47.461	52.507	24.997	46.314
wmt19	de-fr	MSRA.MADL.6888	0.249	37.259	38.558	37.259	38.558	37.268	38.237	59.916	61.55	34.579	55.428	32.804	53.224	31.396	32.201	51.58	52.63	30.303	50.287
wmt19	de-fr	MLLP-UPV.6647	0.23	34.526	36.126	34.526	36.126	34.876	36.005	58.074	59.888	32.366	53.66	30.682	51.551	29.386	30.318	50.007	51.214	28.377	48.796
wmt19	de-fr	Kyoto_University_T2T.6679	0.164	34.3	35.633	34.3	35.633	34.436	35.258	58.067	59.665	31.943	53.976	30.278	52.174	29.012	29.67	50.856	51.884	28.029	49.803
wmt19	de-fr	lingua_custodia_primary.6690	0.16	35.608	37.144	35.608	37.144	34.594	35.678	58.639	60.43	32.204	54.161	30.592	52.08	29.337	30.221	50.558	51.742	28.333	49.345
wmt19	de-fr	LIUM.6719	0.129	33.362	34.638	33.362	34.638	33.526	34.496	56.703	58.416	31.165	52.72	29.572	50.743	28.351	29.113	49.273	50.343	27.4	48.132
wmt19	de-fr	online-B.0	0.038	31.964	33.173	31.964	33.173	32.766	33.777	55.88	57.507	30.437	52.263	28.903	50.705	27.736	28.594	49.566	50.652	26.839	48.657
wmt19	de-fr	online-Y.0	0.019	33.443	34.773	33.443	34.773	33.207	34.456	57.002	58.712	30.774	52.779	29.203	50.871	27.985	28.981	49.461	50.607	27.02	48.34
wmt19	de-fr	TartuNLP-c.6897	-0.104	30.661	32.058	30.661	32.058	30.914	31.906	55.334	57.097	28.561	51.403	27.031	49.691	25.905	26.691	48.461	49.585	25.048	47.499
wmt19	de-fr	online-A.0	-0.194	29.629	31.79	29.629	31.79	29.801	31.924	53.675	56.233	27.584	49.838	26.115	48.227	25.015	26.797	47.071	48.82	24.181	46.17
wmt19	de-fr	online-G.0	-0.24	26.901	30.893	26.901	30.893	28.209	33.059	52.605	56.6	26.355	49.042	25.069	47.537	24.063	27.677	46.429	49.004	23.293	45.556
wmt19	de-fr	online-X.0	-0.456	26.656	30.291	26.656	30.291	27.734	31.774	51.291	55.142	25.802	48.053	24.506	46.473	23.539	26.597	45.322	47.551	22.809	44.436
wmt18	en-cs	CUNI-Transformer.5595	0.594	26.007	26.588	26.007	26.588	30.11	30.946	47.865	49.333	27.785	44.748	26.188	43.106	24.988	25.656	41.866	42.968	24.074	40.903
wmt18	en-cs	uedin.5630	0.384	23.417	24.048	23.417	24.048	27.425	28.237	45.529	47.013	25.125	42.377	23.614	40.731	22.515	23.196	39.539	40.714	21.703	38.639
wmt18	en-cs	online-B.0	0.101	19.445	19.978	19.445	19.978	23.56	24.223	41.591	43.037	21.502	38.806	20.212	37.472	19.302	19.883	36.517	37.693	18.644	35.808
wmt18	en-cs	online-A.0	-0.115	15.74	16.683	15.74	16.683	20.954	22.129	38.508	40.492	19.014	35.987	17.859	34.89	17.072	17.994	34.145	35.661	16.519	33.606
wmt18	en-cs	online-G.0	-0.246	15.112	16.232	15.112	16.232	20.966	22.399	38.12	40.199	19.026	35.537	17.837	34.349	17.016	18.19	33.537	35.117	16.438	32.957
wmt18	tr-en	online-G.0	0.045	24.366	26.698	24.366	26.698	32.548	36.998	54.057	57.611	29.758	50.213	28.126	48.646	27.014	30.404	47.556	50.006	26.209	46.72
wmt18	tr-en	online-A.0	0.04	24.819	26.348	24.819	26.348	35.061	37.835	55.06	57.825	31.833	50.761	29.919	48.977	28.6	30.67	47.77	49.594	27.657	46.878
wmt18	tr-en	online-B.0	-0.004	24.839	25.706	24.839	25.706	35.043	36.152	55.116	56.941	31.917	51.052	30.032	49.333	28.734	29.646	48.165	49.327	27.793	47.282
wmt18	tr-en	uedin.5709	-0.053	26.863	27.791	26.863	27.791	32.701	33.869	55.333	57.267	30.013	50.914	28.355	48.977	27.151	28.181	47.607	48.922	26.252	46.562
wmt18	tr-en	NICT.5708	-0.055	26.738	27.649	26.738	27.649	31.989	33.078	54.634	56.569	29.398	50.418	27.81	48.676	26.673	27.618	47.446	48.717	25.83	46.5
wmt18	fi-en	NICT.5515	0.153	24.913	25.804	24.913	25.804	33.848	35.006	52.777	54.588	31.37	49.757	29.804	48.588	28.663	29.573	47.697	48.86	27.791	46.964
wmt18	fi-en	HY-NMT-fi-en.5569	0.128	23.27	24.199	23.27	24.199	33.684	34.818	51.72	53.529	30.949	48.778	29.315	47.592	28.158	29.086	46.699	47.872	27.304	45.984
wmt18	fi-en	uedin.5631	0.103	23.512	24.393	23.512	24.393	32.559	33.765	51.768	53.565	30.09	48.906	28.567	47.863	27.489	28.481	47.062	48.237	26.679	46.403
wmt18	fi-en	CUNI-Kocmi.5619	0.083	21.556	22.452	21.556	22.452	30.902	32.226	50.165	52.034	28.435	47.157	26.955	46.058	25.926	26.991	45.251	46.479	25.173	44.615
wmt18	fi-en	online-B.0	0.078	21.357	22.26	21.357	22.26	31.509	32.891	50.205	52.076	28.968	47.441	27.484	46.546	26.458	27.606	45.882	47.132	25.718	45.349
wmt18	fi-en	talp-upc.5423	0.047	20.765	21.662	20.765	21.662	28.853	30.128	48.772	50.712	26.607	46.055	25.32	45.149	24.419	25.45	44.476	45.816	23.761	43.94
wmt18	fi-en	online-A.0	0.045	20.004	21.111	20.004	21.111	29.54	31.36	48.75	50.931	27.101	45.991	25.703	45.101	24.758	26.176	44.449	45.953	24.071	43.929
wmt18	fi-en	online-G.0	-0.134	15.183	16.948	15.183	16.948	27.687	31.085	44.946	48.286	25.127	43.03	23.825	42.886	23.01	25.475	42.765	44.781	22.453	42.628
wmt18	fi-en	JUCBNMT.5559	-0.404	12.217	12.943	12.217	12.943	18.869	19.984	39.892	42.081	17.544	38.759	16.98	38.988	16.639	17.586	39.133	40.593	16.4	39.2
wmt18	zh-en	NiuTrans.5740	0.14	28.664	29.866	28.664	29.866	32.492	34.053	55.2	57.386	30.404	52.125	29.049	50.784	28.032	29.304	49.779	51.106	27.254	48.974
wmt18	zh-en	online-B.0	0.111	29.348	30.527	29.348	30.527	32.758	34.342	55.685	57.885	30.39	51.978	28.99	50.558	27.984	29.267	49.564	50.913	27.228	48.789
wmt18	zh-en	UCAM.5586	0.109	27.699	29.006	27.699	29.006	32.361	34.097	55.057	57.388	30.106	51.562	28.743	50.328	27.742	29.13	49.463	50.835	26.986	48.779
wmt18	zh-en	Unisound.5712	0.108	28.437	30.099	28.437	30.099	32.721	35.63	55.372	58.187	30.652	52.121	29.33	50.907	28.335	30.591	50.037	51.727	27.562	49.342
wmt18	zh-en	Tencent-ensemble-system.5742	0.099	29.322	30.83	29.322	30.83	34.31	35.435	56.251	58.397	31.853	52.508	30.352	51.007	29.239	30.238	49.965	51.374	28.387	49.15
wmt18	zh-en	Unisound.5668	0.094	27.701	29.303	27.701	29.303	32.52	35.371	55.255	58.041	30.294	51.901	28.958	50.791	27.975	30.159	50.023	51.688	27.224	49.408
wmt18	zh-en	Li-Muze.5736	0.091	27.356	28.499	27.356	28.499	32.476	34.139	54.925	57.176	30.336	51.579	29.024	50.439	28.049	29.334	49.623	50.955	27.305	48.975
wmt18	zh-en	NICT.5539	0.089	26.718	28.045	26.718	28.045	30.497	32.11	53.511	55.89	28.639	50.634	27.458	49.519	26.571	27.835	48.708	50.139	25.883	48.057
wmt18	zh-en	UMD.5681	0.078	24.41	25.603	24.41	25.603	29.546	31.224	52.598	54.999	27.586	49.674	26.434	48.765	25.598	26.907	48.134	49.559	24.957	47.629
wmt18	zh-en	online-Y.0	-0.005	24.381	25.566	24.381	25.566	27.702	29.341	51.943	54.31	25.737	48.592	24.602	47.567	23.807	25.087	46.874	48.297	23.217	46.336
wmt18	zh-en	uedin.5652	-0.017	24.012	25.117	24.012	25.117	29.422	30.88	52.192	54.443	27.798	50.171	26.767	49.613	25.994	27.155	49.168	50.56	25.397	48.779
wmt18	zh-en	online-A.0	-0.061	21.813	23.223	21.813	23.223	27.918	30.404	50.751	53.621	25.835	48.014	24.689	47.248	23.914	25.816	46.751	48.492	23.356	46.378
wmt18	zh-en	online-G.0	-0.327	13.754	15.675	13.754	15.675	22.777	26.049	44.494	48.324	20.743	41.91	19.829	41.778	19.262	21.738	41.799	44.193	18.88	41.826
wmt18	zh-en	online-F.0	-0.377	10.554	11.562	10.554	11.562	19.559	21.175	40.76	43.433	17.7	38.943	16.907	39.286	16.447	17.635	39.617	41.106	16.148	39.854
wmt18	en-zh	Tencent-ensemble-system.5760	0.219	43.174	43.185	43.174	43.185	49.969	50.353	69.728	69.749	47.082	64.112	45.247	62.119	43.809	44.146	60.69	60.711	42.658	59.506
wmt18	en-zh	Unisound.5669	0.206	42.525	42.686	42.525	42.686	44.693	48.753	69.177	69.457	42.42	63.522	40.912	61.549	39.716	43.067	60.144	60.416	38.755	58.993
wmt18	en-zh	GTCOM-Primary.5762	0.199	43.754	43.758	43.754	43.758	50.264	50.474	69.933	69.945	47.409	64.222	45.582	62.189	44.176	44.353	60.732	60.742	43.049	59.536
wmt18	en-zh	Alibaba-ensemble-system-with-reranking.5738	0.185	43.435	43.452	43.435	43.452	50.099	50.868	69.6	69.642	47.478	64.018	45.759	62.027	44.386	45.022	60.595	60.637	43.291	59.412
wmt18	en-zh	Alibaba-General-System.5749	0.173	43.205	43.227	43.205	43.227	48.61	49.202	69.445	69.478	45.976	64.275	44.209	62.375	42.849	43.36	60.963	60.995	41.762	59.792
wmt18	en-zh	online-B.0	0.166	41.467	41.47	41.467	41.47	50.574	50.787	68.539	68.548	47.259	62.767	45.272	60.779	43.845	44.041	59.375	59.385	42.754	58.242
wmt18	en-zh	Alibaba-General-System.5743	0.165	43.146	43.167	43.146	43.167	48.127	48.711	69.388	69.421	45.551	64.235	43.815	62.345	42.477	42.981	60.941	60.973	41.408	59.775
wmt18	en-zh	UMD.5680	0.094	39.009	39.013	39.009	39.013	46.129	46.421	67.586	67.603	43.342	61.633	41.674	59.654	40.432	40.68	58.266	58.281	39.46	57.141
wmt18	en-zh	NICT.5538	0.082	39.707	39.71	39.707	39.71	44.782	44.949	66.748	66.756	43.154	62.098	41.951	60.5	40.968	41.129	59.308	59.317	40.158	58.297
wmt18	en-zh	online-Y.0	0.069	33.952	33.954	33.952	33.954	43.658	43.814	64.135	64.143	40.866	58.8	39.321	57.335	38.242	38.391	56.356	56.364	37.425	55.536
wmt18	en-zh	online-A.0	0.037	30.587	30.601	30.587	30.601	43.994	44.419	60.976	61.0	41.005	56.705	39.285	55.126	38.074	38.421	53.888	53.908	37.177	52.885
wmt18	en-zh	uedin.5735	-0.202	33.297	33.3	33.297	33.3	34.09	34.256	61.407	61.417	34.107	58.944	33.732	58.233	33.299	33.466	57.536	57.547	32.902	56.87
wmt18	en-zh	online-F.0	-0.419	18.099	18.101	18.099	18.101	33.567	33.664	53.387	53.391	31.722	50.861	30.716	50.762	30.045	30.152	50.576	50.582	29.591	50.347
wmt18	en-zh	online-G.0	-0.435	20.945	20.947	20.945	20.947	38.264	38.388	57.033	57.039	35.951	53.62	34.606	52.659	33.694	33.815	51.838	51.845	33.049	51.158
wmt18	ru-en	Alibaba.5720	0.215	34.88	35.765	34.88	35.765	39.23	40.563	61.178	62.857	36.083	56.141	34.08	53.734	32.577	33.503	52.005	53.019	31.419	50.664
wmt18	ru-en	online-B.0	0.192	31.758	32.646	31.758	32.646	37.956	39.304	59.357	61.052	34.673	54.357	32.676	52.035	31.238	32.239	50.407	51.448	30.142	49.155
wmt18	ru-en	online-G.0	0.17	31.109	33.806	31.109	33.806	37.188	40.803	58.516	61.963	33.884	53.673	31.916	51.445	30.505	33.492	49.87	52.38	29.445	48.658
wmt18	ru-en	uedin.5739	0.11	32.763	33.696	32.763	33.696	35.898	36.904	59.099	60.7	33.023	54.213	31.242	52.053	29.925	30.667	50.523	51.513	28.912	49.329
wmt18	ru-en	online-A.0	0.034	28.96	30.281	28.96	30.281	33.945	35.965	56.719	58.979	30.903	52.038	29.157	50.105	27.92	29.382	48.743	50.194	27.002	47.695
wmt18	ru-en	afrl-ruen-syscomb.5440	-0.014	30.015	30.963	30.015	30.963	35.099	36.356	57.403	59.132	32.226	53.227	30.481	51.157	29.217	30.103	49.644	50.729	28.266	48.484
wmt18	ru-en	JHU.5675	-0.027	26.693	28.397	26.693	28.397	30.926	33.719	54.498	57.241	28.308	50.142	26.739	48.17	25.613	27.681	46.769	48.526	24.78	45.712
wmt18	ru-en	online-F.0	-0.398	13.6	14.554	13.6	14.554	22.085	24.066	43.715	46.328	19.664	40.396	18.444	39.589	17.668	19.016	39.094	40.61	17.137	38.75
wmt18	en-de	online-Z.0	0.653	46.082	46.538	46.082	46.538	46.473	47.046	67.426	68.403	43.403	62.54	41.257	59.92	39.54	40.0	57.924	58.473	38.136	56.292
wmt18	en-de	online-B.0	0.561	47.694	48.242	47.694	48.242	46.055	46.765	67.696	68.731	43.114	62.543	41.026	59.835	39.354	39.966	57.804	58.497	37.993	56.159
wmt18	en-de	Microsoft-Marian.5691	0.551	48.306	48.852	48.306	48.852	46.332	47.018	68.322	69.347	43.281	62.97	41.138	60.128	39.423	39.969	57.996	58.605	38.029	56.275
wmt18	en-de	MMT-production-system.5594	0.539	46.198	46.699	46.198	46.699	44.407	44.972	66.585	67.567	41.336	61.263	39.243	58.558	37.592	38.062	56.536	57.148	36.255	54.906
wmt18	en-de	UCAM.5585	0.537	46.635	47.16	46.635	47.16	45.824	46.531	67.803	68.819	42.682	62.424	40.465	59.611	38.709	39.282	57.507	58.134	37.292	55.806
wmt18	en-de	NTT.5667	0.491	46.476	47.012	46.476	47.012	44.747	45.363	67.313	68.297	41.642	61.765	39.525	58.907	37.845	38.351	56.794	57.411	36.471	55.094
wmt18	en-de	KIT.5486	0.454	46.32	46.95	46.32	46.95	44.984	45.794	67.151	68.226	41.928	61.942	39.815	59.211	38.152	38.831	57.177	57.891	36.811	55.538
wmt18	en-de	online-Y.0	0.396	40.769	41.213	40.769	41.213	39.185	39.714	61.671	62.659	36.304	56.528	34.352	53.989	32.819	33.239	52.119	52.697	31.598	50.633
wmt18	en-de	JHU.5703	0.377	43.38	43.959	43.38	43.959	41.052	41.824	64.749	65.834	38.151	59.452	36.12	56.721	34.536	35.147	54.711	55.374	33.261	53.102
wmt18	en-de	uedin.5770	0.352	44.357	44.931	44.357	44.931	42.445	43.072	65.717	66.766	39.461	60.285	37.392	57.53	35.775	36.258	55.506	56.115	34.467	53.876
wmt18	en-de	LMU-nmt.5741	0.213	39.976	40.609	39.976	40.609	38.283	39.013	62.067	63.18	35.413	56.938	33.469	54.353	31.973	32.608	52.468	53.235	30.788	50.975
wmt18	en-de	online-A.0	0.06	34.528	36.631	34.528	36.631	36.689	38.246	59.326	61.448	33.413	54.028	31.399	51.584	29.911	31.23	49.865	51.266	28.769	48.542
wmt18	en-de	online-F.0	-0.385	20.867	21.289	20.867	21.289	26.153	26.819	48.121	49.285	23.333	43.625	21.679	41.975	20.531	21.071	40.949	41.675	19.723	40.229
wmt18	en-de	online-G.0	-0.416	24.5	26.966	24.5	26.966	31.438	35.045	53.535	56.792	28.161	48.063	26.284	45.775	24.979	27.877	44.277	46.913	24.016	43.171
wmt18	en-de	RWTH-UNSUPER.5484	-0.966	14.753	15.946	14.753	15.946	19.192	20.336	43.175	45.091	16.703	38.611	15.521	37.141	14.776	15.67	36.286	37.81	14.274	35.707
wmt18	en-de	LMU-unsup.5651	-1.122	15.518	15.816	15.518	15.816	18.625	19.241	41.498	42.53	16.71	38.093	15.648	37.223	14.928	15.371	36.7	37.385	14.42	36.319
wmt18	en-ru	Alibaba-ensemble-model.5713	0.352	34.769	35.694	34.769	35.694	33.469	34.649	54.156	55.664	31.096	50.018	29.401	47.733	28.077	29.047	46.03	47.189	27.011	44.683
wmt18	en-ru	online-G.0	0.324	31.268	32.626	31.268	32.626	30.628	32.239	51.63	53.527	28.333	47.653	26.726	45.547	25.512	26.874	44.012	45.491	24.559	42.812
wmt18	en-ru	online-B.0	0.159	27.118	27.699	27.118	27.699	27.189	27.863	47.618	48.869	25.052	43.836	23.595	42.088	22.52	23.049	40.859	41.724	21.694	39.929
wmt18	en-ru	uedin.5737	0.144	29.822	30.496	29.822	30.496	28.7	29.393	50.303	51.607	26.497	46.133	24.98	43.98	23.825	24.384	42.42	43.382	22.925	41.207
wmt18	en-ru	PROMT-Hybrid-Marian.5605	0.115	27.305	27.925	27.305	27.925	25.729	26.408	47.891	49.205	23.564	43.824	22.177	41.798	21.153	21.657	40.367	41.269	20.377	39.274
wmt18	en-ru	PROMT-Hybrid-OpenNMT.5654	0.066	25.295	25.862	25.295	25.862	25.058	25.704	46.148	47.416	23.076	42.52	21.758	40.805	20.785	21.278	39.578	40.475	20.04	38.63
wmt18	en-ru	online-A.0	-0.004	22.592	23.78	22.592	23.78	23.951	25.321	44.641	46.477	21.92	41.324	20.592	39.678	19.63	20.699	38.51	39.854	18.91	37.632
wmt18	en-ru	PROMT-Rule-based.5429	-0.075	18.145	18.879	18.145	18.879	20.903	21.817	40.663	42.182	18.949	37.295	17.713	35.961	16.861	17.57	35.085	36.216	16.239	34.451
wmt18	en-ru	online-F.0	-0.58	7.774	8.127	7.774	8.127	12.074	12.425	29.993	31.055	10.813	28.063	10.129	27.639	9.718	10.007	27.491	28.348	9.452	27.426
wmt18	en-fi	NICT.5658	0.521	18.193	19.162	18.193	19.162	21.815	22.652	39.06	40.576	19.598	35.668	18.288	34.011	17.378	18.081	32.871	34.109	16.706	32.04
wmt18	en-fi	HY-NMT-en-fi.5570	0.466	17.835	18.303	17.835	18.303	20.784	21.449	37.975	39.223	18.746	35.097	17.521	33.629	16.683	17.229	32.637	33.674	16.078	31.922
wmt18	en-fi	uedin.5707	0.324	16.662	17.176	16.662	17.176	20.042	20.787	37.213	38.536	17.982	34.204	16.781	32.735	15.972	16.557	31.748	32.782	15.386	31.037
wmt18	en-fi	Aalto.5550	0.271	16.186	16.584	16.186	16.584	18.939	19.674	36.144	37.474	16.991	33.043	15.887	31.74	15.146	15.708	30.88	31.9	14.618	30.264
wmt18	en-fi	HY-NMTtwostep-en-fi.5639	0.258	14.526	15.349	14.526	15.349	18.13	19.225	35.258	37.008	16.235	32.324	15.167	30.998	14.461	15.324	30.145	31.467	13.954	29.541
wmt18	en-fi	talp-upc.5424	0.238	14.353	15.045	14.353	15.045	17.509	18.219	34.404	35.793	15.619	31.456	14.587	30.153	13.908	14.487	29.311	30.482	13.424	28.716
wmt18	en-fi	CUNI-Kocmi.5620	0.184	14.708	15.047	14.708	15.047	17.85	18.416	34.783	35.957	15.942	31.803	14.875	30.489	14.174	14.654	29.64	30.607	13.667	29.028
wmt18	en-fi	online-B.0	0.183	14.147	14.48	14.147	14.48	16.968	17.407	33.878	34.953	15.158	31.03	14.16	29.777	13.504	13.852	28.971	29.849	13.035	28.402
wmt18	en-fi	online-A.0	-0.212	9.113	9.923	9.113	9.923	12.952	14.09	29.224	31.012	11.441	26.707	10.696	25.792	10.233	11.076	25.242	26.523	9.917	24.873
wmt18	en-fi	online-G.0	-0.233	9.969	10.668	9.969	10.668	13.993	14.917	29.512	31.252	12.338	26.899	11.512	25.885	10.999	11.735	25.272	26.59	10.639	24.849
wmt18	en-fi	HY-SMT-en-fi.5436	-0.334	10.489	10.818	10.489	10.818	13.963	14.612	30.281	31.59	12.463	27.778	11.676	26.889	11.181	11.698	26.362	27.395	10.845	26.009
wmt18	en-fi	HY-AH-en-fi.5567	-0.369	6.36	6.767	6.36	6.767	10.762	11.547	25.732	27.194	9.423	23.591	8.778	22.869	8.404	8.976	22.445	23.606	8.142	22.165
wmt18	et-en	tilde-nc-nmt.5485	0.326	30.936	31.815	30.936	31.815	39.109	40.48	58.767	60.466	35.685	53.871	33.576	51.557	32.048	33.056	49.921	50.93	30.895	48.658
wmt18	et-en	NICT.5664	0.238	30.678	31.532	30.678	31.532	37.298	38.307	57.91	59.509	34.161	53.271	32.177	51.051	30.727	31.505	49.452	50.446	29.635	48.221
wmt18	et-en	tilde-c-nmt.5715	0.215	29.463	30.322	29.463	30.322	35.846	36.983	57.167	58.877	32.719	52.367	30.799	50.112	29.419	30.201	48.544	49.542	28.376	47.346
wmt18	et-en	M4t1ss.5692	0.187	27.987	28.956	27.987	28.956	34.537	36.075	55.793	57.809	31.483	51.169	29.636	49.096	28.314	29.441	47.632	48.824	27.326	46.512
wmt18	et-en	uedin.5562	0.186	29.384	30.401	29.384	30.401	35.187	36.44	56.12	57.887	32.244	51.875	30.403	49.772	29.071	30.054	48.246	49.409	28.077	47.081
wmt18	et-en	tilde-c-nmt-comb.5718	0.171	29.356	30.207	29.356	30.207	36.171	37.293	57.181	58.842	33.0	52.349	31.064	50.127	29.672	30.469	48.59	49.571	28.628	47.42
wmt18	et-en	online-B.0	0.117	25.811	26.634	25.811	26.634	33.684	35.051	54.029	55.757	30.734	49.996	28.934	48.151	27.67	28.696	46.837	47.907	26.749	45.85
wmt18	et-en	HY-NMT-et-en.5463	0.106	26.543	27.375	26.543	27.375	32.92	34.039	54.404	56.104	30.082	50.441	28.386	48.644	27.198	28.079	47.375	48.498	26.328	46.404
wmt18	et-en	talp-upc.5421	0.106	23.857	24.9	23.857	24.9	30.02	31.419	51.733	53.669	27.288	47.726	25.701	45.911	24.622	25.707	44.676	45.953	23.851	43.767
wmt18	et-en	online-A.0	0.063	22.439	23.487	22.439	23.487	32.146	34.183	52.065	54.269	29.084	47.97	27.328	46.211	26.146	27.664	45.007	46.481	25.299	44.119
wmt18	et-en	CUNI-Kocmi.5618	0.007	23.009	23.717	23.009	23.717	29.198	30.314	50.927	52.67	26.705	47.13	25.185	45.432	24.117	24.959	44.244	45.328	23.339	43.363
